DataSourceId,Text,Label,StageOfOperation,Source,Note,BCS,COSPEvaluation,COSPNumber
AALA201705119037,"LEFT BLEED TRIP OFF LIGHT ON AT CRUISE - RESET OK. DUCT PRESSURE SPLIT LT 13 PSI/ RT 37 PSI. ON INITIAL DESCENT RT BLEEDTRIPPED. PRESSURIZATION UNCONTROLLABLE. ALT APPROX. 360, CABIN ALTITUDE RISING RAPIDLY TO GREATER THAN 10,000.  THE FLIGHT MADE AN EMERGENCY DESCENT AND ALL MASKS DEPLOYED. AN EMERGENCY WAS DECLARED. THE FLIGHT LANDED IN DFW WITHOUT FURTHER INCIDENT. MAINTENANCE REPLACED THE OUTFLOW VALVE IAW AMM 21-31-03, OPS TEST OK AMM 21-31-00. THE AIRCRAFT WAS GROUNDED. (SEE ALSO SDR'S AALA20170508011, AALA201705119033, AALA201705119034, AALA201705119035, AND AALA201705119036.) Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT, O2 MASK DEPLOYED Part Name: OUTFLOW VALVE Part Condition: FAULTY",Yes,DESCENT                                           ,SME Feedback,,AAL-AAL-17-0827,COSP Reportable,2017-0851
AALA20170601009,"EMERGENCY DECLARED.  FLIGHT DIVERTED DUE TO A CABIN PRESSURE FLUCTUATION.  LANDING UNEVENTFUL.  REMOVED AND REPLACED AUTOMATIC CABIN PRESSURE CONTROLLER NR 2 IAW AMM 21-31-02. CABIN PRESSURE CONTROLLER FAULTED ON SUBSEQUENT FLIGHT.   REMOVED AND REPLACED CABIN PRESSURE OUTFLOW VALVE ACTUATOR IAW AMM 21-31-04.  OPERATIONAL CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, OTHER Part Name: OUTFLOW VALVE Part Condition: FAILED",Maybe,CRUISE                                            ,SME Feedback,,,,
AALA20170728013,"THE AIRCRAFT WAS GROUNDED.  WHILE CLIMBING THRU 10,000 FT, CABIN ALTITUDE WARNING SOUNDED.  MADE SURE ENGINE BLEEDS WEREON.  NOTICED NO CLB OR DECENT IN PRESS DIFF GAUGE.  THE FLIGHT DECLARED AN EMERGENCY AND RETURNED TO MIA WITHOUT FURTHER INCIDENT.  REMOVED AND REPLACED CABIN PRESSURE CONTROLLER NR 2 IAW AMM 21-31-01.  ACCOMPLISHED ENGINE RUN IAW AMM 71-00-00.  OPS CKS GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTY",Yes,CLIMB                                             ,SME Feedback,,AAL-AAL-17-1272,COSP Reportable,2017-1641
AALA20170826003,"NO EMERGENCY DECLARED.   FLIGHT RETURNED TO DEPARTURE DUE TO UNABLE TO PRESSURIZE THE CABIN.   WHILE CLIMBING TO 10,000,CABIN ALTITUDE WARNING INDICATION AND LEAK SOUND FROM THE L1 AND L2 DOORS.  LANDING UNEVENTFUL.  PERFORMED A BITE CHECKOF BOTH PRESSURE CONTROLLERS IAW AMM 21-31-00 AND PRESSURIZATION GROUND TEST IAW AMM 21-21-00.   OPERATIONAL CHECKED GOOD. Nature of Condition:  FALSE WARNING Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTED",No,CLIMB                                             ,SME Feedback,No Decompression,AAL-AAL-17-1457,Not COSP Reportable,
AALA20170828001,EMERGENCY DECLARED.  FLIGHT RETURNED TO DEPARTURE DUE TO A RIGHT ENGINE BLEED AND HIGH PRESSURE SHUTOFF VALVE FAULTS.  LANDING UNEVENTFUL.  REMOVED AND REPLACED HIGH PRESSURE SHUTOFF VALVE IAW AMM 36-11-07 AND HIGH PRESSURE CONTROLLER IAW AMM 36-11-08.  OPERATIONAL CHECK GOOD.  AIRCRAFT WAS GROUNDED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: SHUTOFF VALVE Part Condition: FAULTY,No,CRUISE                                            ,SME Feedback,HPSOV,,,
AALA201708299041,EMERGENCY DECLARED.  FLIGHT RETURNED TO DEPARTURE DUE TO THE RIGHT ENGINE BLEED AND HIGH PRESSURE SHUTOFF VALVE FAULTS.LANDING UNEVENTFUL.  REMOVED AND REPLACED HIGH PRESSURE SHUTOFF VALVE AMM 36-11-07 AND HIGH PRESSURE CONTROLLER IAW AMM36-11-08.  OPERATIONAL CHECKED GOOD.  AIRCRAFT WAS GROUNDED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTY,Maybe,CRUISE                                            ,SME Feedback,,,,
AALA201709139020,"AIRCRAFT WAS GROUNDED.  CABIN PRESSURIZATION NOT MAINTAINED.  ONE AIR-CONDITIONING PACK OPERATION AT FL240.  CABIN ALTITUDE REACHED 10,000 AFTER 45 MINUTES IN CRUISE.  DESCENDED TO 10,000 ALTITUDE WITH OUTFLOW VALVE INDICATING FULL CLOSE AND RIGHT PACK SHOWING 30 PSI.  ZERO DIFFERENTIAL PRESSURE UNTIL LANDING.  REMOVED AND REPLACED LEAKING RIGHT PACK ISOLATION VALVE PER AMM 36-13-04, RIGHT PACK FLOW CONTROL VALVE PER AMM 21-51-01 (AALA201709139021), AND AIR CYCLE MACHINE DUETO BROKEN DUCT FLANGE PER AMM 21-51-04 (AALA201709139022).  OPERATIONAL CHECK GOOD. Nature of Condition:  OTHER Precautionary Procedure:  NONE Part Name: ISOLATION VALVE Part Condition: LEAKING",Maybe,CRUISE                                            ,SME Feedback,,,,
AALA201709139021,"CABIN PRESSURIZATION COULD NOT BE MAINTAINED.  ONE AIR-CONDITIONING PACK OPERATION AT FL240.  CABIN ALTITUDE REACHED 10,000 AFTER 45 MINUTES IN CRUISE.  DESCENDED TO 10,000 ALTITUDE WITH OUTFLOW VALVE INDICATING FULL CLOSE AND RIGHT PACK SHOWING 30 PSI.  ZERO DIFFERENTIAL PRESSURE UNTIL LANDING.  REMOVED AND REPLACED A LEAKING RIGHT PACK ISOLATION VALVE IAWAMM 36-13-04,  RIGHT PACK FLOW CONTROL VALVE IAW AMM 21-51-01, AND AIR CYCLE MACHINE DUE TO BROKEN DUCT FLANGE IAW AMM 21-51-04.  OPERATIONAL CHECK GOOD.  AIRCRAFT WAS GROUNDED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: FLOW VALVE Part Condition: FAULTY",Maybe,CRUISE                                            ,SME Feedback,,,,
AALA201709139022,"AIRCRAFT WAS GROUNDED.  CABIN PRESSURIZATION NOT MAINTAINED.  ONE AIR-CONDITIONING PACK OPERATION AT FL240.  CABIN ALTITUDE REACHED 10,000 AFTER 45 MINUTES IN CRUISE.  DESCENDED TO 10,000 ALTITUDE WITH OUTFLOW VALVE INDICATING FULL CLOSE AND RIGHT PACK SHOWING 30 PSI.  ZERO DIFFERENTIAL PRESSURE UNTIL LANDING.  REMOVED AND REPLACED LEAKING RIGHT PACK ISOLATION VALVE PER AMM 36-13-04 (AALA201709139020), RIGHT PACK FLOW CONTROL VALVE PER AMM 21-51-01 (AALA201709139021), AND AIRCYCLE MACHINE DUE TO BROKEN DUCT FLANGE PER AMM 21-51-04.  OPERATIONAL CHECK GOOD. Nature of Condition:  OTHER Precautionary Procedure:  NONE Part Name: ACM Part Condition: DAMAGED",Maybe,CRUISE                                            ,SME Feedback,,,,
AALA20171029005,"AIRCRAFT WAS GROUNDED.  EMERGENCY DECLARED.  DFW-EZE FLIGHT RETURNED TO DFW ACCOUNT LEFT ENGINE BLEED WENT TO OFF FOLLOWED BY ISLN CLOSED THEN LEFT PACK OFF.  OVERWEIGHT LANDING UNEVENTFUL.  REMOVED AND REPLACED LEFT HIGH PRESSURE SHUTOFF VALVE PER AMM 36-11-07.  LEAK AND OPERATIONAL CHECK GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER, UNSCHED LANDING Part Name: SHUTOFF VALVE Part Condition: FAULTY",No,CLIMB                                             ,SME Feedback,HPSOV,,,
AALA201710319077,"THE AIRCRAFT WAS GROUNDED..  AT FL 360 CABIN ALTITUDE REACHED APPROXIMATELY 10,000 FEET.  THE CABIN ALTITUDE WARNING HORN SOUNDED.  THE COCKPIT CREW DONNED THEIR OXYGEN MASKS AND STARTED A DESCENT TO 10, 000 FEET.    DURING DESCENT CABIN ALTITUDE WAS AT 10,000 FT.  LEFT AND RIGHT DUCT PRESSURE WAS FLUCTUATING BETWEEN 20 PSI AND 60 PSI.  THE FLIGHT DECLARED AN EMERGENCY AND DIVERTED TO HNL.  THE FLIGHT LANDED WITHOUT FURTHER INCIDENT.  PERFORMED FIM 36-11-00-815-805.  FOUND LDUCT PRESS LAGGING BEHIND R DUCT PRESSURE.  ALSO L RFCC FAILED OPS TEST IAW AMM 36-11-18-710-806-001.  REPLACED L RFCC IAW AMM 36-11-18 OPS CHK OK.  BITE CHECK BOTH PRESS CONTROLLERS IAW AMM 21-31-00.  NO FAULTS FOUND. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT, O2 MASK DEPLOYED Part Name: CONTROLLER Part Condition: FAILED",Yes,CRUISE                                            ,SME Feedback,O2 Mask Deployed,,,
AALA20171108002,FORWARD ATTENDANTS OXYGEN MASKS FAILED TO DEPLOY DURING TESTING. REPACKED THE OXYGEN MASKS AND DEPLOYED SUCCESSFULLY. Nature of Condition:  NO TEST Precautionary Procedure:  NONE Part Name: OXYGEN MASK Part Condition: NO TEST,No,                                                  ,SME Feedback,O2 masks,AAL-AAL-17-1823,Not COSP Reportable,
AALA20171108003,OXYGEN MASKS AT SEAT 25DEF FAILED TO DROP DURING OPERATIONAL TESTING.  MANUALLY OPENED THE OXYGEN DOOR.   CYCLED THE SOLENOID. RESET DOOR AND PERFORMED MANUAL OXYGEN MASK DEPLOY. MANUAL DEPLOY WAS SUCCESSFUL. Nature of Condition:  NO TEST Precautionary Procedure:  NONE Part Name: OXYGEN MASK Part Condition: NO TEST,No,                                                  ,SME Feedback,O2 masks,AAL-AAL-17-1823,Not COSP Reportable,
AALA20180107001,"BLEED TRIP OFF LIGHT ON CLIIMB OUT (RESET ) HAPPENED TWICE, CABIN ALTITUDE LIGHT AT 34,000 STAYED ON AFTER REDBOX DID EM ERGENT DESCENT TO OK.  AIRCRAFT WAS GROUNDED.   TROUBLESHOOTING THE RIGHT BLEED AIR SYSTEM AND CABIN PRESSURE CONTROL SY STEM. REPLACED PRECOOLER CONTROL VALVE IAW AMM 36-12-02.   ",No,CRUISE                                            ,SME Feedback,No Decompression,,,
AALA20180116001,"CLIMBING THROUGH 6000 FEET CABIN ALTITUDE HORN SOUNDED.  WARNING HORN CAME ON AND OFF INTERMITTENTLY, AND EVENTUALLY WENT OFF. RETARD DISPLAY IN HUD ALSO EVENTUALLY WENT OFF. NO EMERGENCY WAS DECLARED, AND THE FLIGHT RETURNED WITHOUT FURTHER INCIDENT.  ACCOMPLISHED CABIN PRESSURIZATION GROUND TEST AND FOUND BOTH PRESSURE CONTROLLERS WORKING NORMAL IAW AMM 21-31-00.",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
AALA20180331003,"SIX OXYGEN MASKS DEPLOYED, ROWS 22 AND 29.  AN EMERGENCY WAS DECLARED AND FLIGHT WAS DIVERTED.  FLIGHT LANDED WITHOUT FU RTHER INCIDENT.  MAINTENANCE REPACKED THE OXYGEN MASKS,  ACCOMPLISHED LANDING INSPECTION, AND PERFORMED SATISFACTORY OPE RATIONAL CHECK.   ",No,CRUISE                                            ,SME Feedback,O2 masks,AAL-AAL-18-0586,Not COSP Reportable,
AALA20180401004,"DURING CRUISE AT 36000 FT,  RIGHT PACK PRESSURE DROPPED,  TURNED ON WING ANTI- ICE AND PACK PRESSURE RETURNED TO NORMAL.   DURING DESCENT,  OUT OF 36000 FT, BOTH PACK PRESSURES DROPPED, PRESSURE FLOW LIGHT ILLUMINATED,  CABIN ALTITUDE LIGHT  ILLUMINATED. DESCENDED TO 10000 FT. OXYGEN MASKS DID NOT DROP,  NO INDICATION IN CABIN EXCEPT TEMP GOT COLD.  EMERGENCY  DECLARED, FLIGHT LANDED WITHOUT INCIDENT AND TAXIED TO GATE.  AIRCRAFT WAS GROUNDED.  INSPECTED THE LEFT & RIGHT PACKS,   FOUND THE RIGHT BOOT TO AIR CYCLE MACHINE SEPARATED.  SECURED THE BOOT IAW MM 21-51-01. ",Maybe,DESCENT                                           ,SME Feedback,No Cabin O2,,,
AALA20180625008,"LOST CABIN PRESSURE AT FL370, IN AUTO MODE,  PERFORMED QRH  AND SWITCHED TO ALT.  STILL NO CONTROL OF CABIN ALTITUDE.  S WITCHED TO MANUAL AND FINALLY GOT CONTROL OF CABIN PRESSURE AT 15,000 FT. DIVERTED EMERGENCY DECLARED AND LANDED WITHOUT  FURTHER INCIDENT. AIRCRAFT WAS GROUNDED.    ACCOMPLISHED AMM TASK 21-31-00-700-802 PRESSURIZATION SYSTEM GROUND TEST ON  BOTH NR 1 AND NR 2 CABIN PRESSURE CONTROLLERS. BOTH CHECKED GOOD.  ",No,CRUISE                                            ,SME Feedback,Controllable,AAL-AAL-18-1115,Not COSP Reportable,
AALA2018071219008,"DURING FLIGHT, CABIN AND PRESSURE CONTROL INOPERATIVE,  1 AND 2.  THE OXYGEN MASKS DEPLOYED BUT WERE NOT NEEDED.  FLIGHT  DESCENDED TO FL 100 AS A PRECAUTION.   EMERGENCY DECLARED  AND DIVERETED.   THE AIRCRAFT WAS GROUNDED.  REPLACED THE NR  1 AUTO CABIN PRESSURE CONTROLLER IAW MM 21-31-02.   ",Yes,CRUISE                                            ,SME Feedback,,AAL-AAL-18-1178,COSP Reportable,2018-1319
AALA2018071219019,"DURING FLIGHT, CABIN AND PRESSURE CONTROL INOPERATIVE 1 AND 2.  THE OXYGEN MASKS DEPLOYED BUT WERE NOT NEEDED. FLIGHT DE SCENDED TO FL 100 AS PRECAUTION.  EMERGENCY DECLARED AND DIVERTED  REPLACED CABIN PRESSURE SELECTOR IAW MM 21-31-01.    ",Yes,CRUISE                                            ,SME Feedback,,AAL-AAL-18-1178,COSP Reportable,2018-1319
AALA2018071219020,"DURING FLIGHT, CABIN AND PRESSURE CONTROL INOPERATIVE 1 AND 2.  THE OXYGEN MASKS DEPLOYED BUT WERE NOT NEEDED. FLIGHT DE SCENDED TO FL 100 AS PRECAUTION.  EMERGENCY DECLARED AND  DIVERTED.  THE AIRCRAFT WAS GROUNDED.  REPLACED CABIN PRESSURE  OUTFLOW VALVE ACTUATOR IAW AMM 21-31-04.   ",Yes,CRUISE                                            ,SME Feedback,,AAL-AAL-18-1178,COSP Reportable,2018-1319
AALA2018101227010,"CRUISE ALTITUDE 37,000 FT, AUTO FAIL LIGHT CAME ON.  WHILE RUNNING THE CHECKLIST FOR AUTO FAIL, CABIN PRESSURE WAS UNCON TROLLABLE. CABIN COULD NOT BE CONTROLLED, DIVERTED,  CABIN OXYGEN MASKS WERE DEPLOYED,  AN EMERGENCY WAS DECLARED AND LA NDED WITHOUT INCIDENT.   THE AIRCRAFT WAS GROUNDED.   FOUND ONE OF THE CABIN SAFETY PRESSURE VALVES TO BE UNRELIABLE, TE ST FAILED.  REPLACED BOTH UPPER AND LOWER PRESSURE RELIEF VALVES IAW AMM 21-32-01.  ",Yes,CRUISE                                            ,SME Feedback,,AAL-AAL-18-1780,COSP Reportable,2018-1895
AALA201811139027,"AIRCRAFT WOULD NOT MAINTAIN PRESSURE.  INTIALLY PACK PRESSURE OFF WITH A PACK INOPERATIVE LIGHT.  FOLLOWED QRH PROCEDURE S,  DECENDED TO 31,000 FEET, CABIN ALTITUDE WAS SLOWLY CLIMBING. CONTINUED DECENT TO 24,000 FEET, COULD NOT CONTROL THE  CABIN ALTITUDE, TRIED TO CONTROL CABIN IN MANUAL MODE AND WAS UNSUCCESSFUL AND CONTINUED DECENT TO 10,000 FEET. CABIN AL TITUDE LIGHT,  QRC PROCEDURES FOLLOWED,  NO EMERGENCY DECLARED AND DIVERTED.  THE AIRCRAFT WAS GROUNDED.  FOUND DUCT GOI NG FROM THE MUFFLER TO THE GROUND AIR CONNECTION DISCONNECTED.   SECURED THE DUCT AND PERFORMED SATISFACTORY OPERATIONAL  CHECK, NO LEAKS NOTED IAW AMM 21-21-02.",Yes,CRUISE                                            ,SME Feedback,,AAL-AAL-18-1945,COSP Reportable,2018-2019
AALA20190102001,"SEAT EMERGENCY LIGHTS WERE INOPERATIVE AT SEAT ROWS 32 HJ TO 41 HJ.  MAINTENANCE REPLACED THE EMERGENCY LIGHT BATTERY PA CK, AND PERFORMED SATISFACTORY OPERATIONAL CHECK.    ",No,NULL,FAA and Sentence Transformer Aided ,,,,
AALA201901021002,"EXIT SIGN OVER THE AFT DOOR WAS BROKEN.  MAINTENANCE REPLACED THE SIGN ASSEMBLY IAW AMM 33-51-01, AND PERFORMED A SATISF ACTORY OPERATIONAL CHECK.    ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901029004,"NR 2 ENGINE COMPRESSOR VANE ECAM MESSAGE DISPLAYED DURING TAKEOFF.  WARNING REMAINED FOR MORE THAN 60 SECONDS, FLIGHT RE JECTED TAKEOFF AT 90 KIAS.  THE AIRCRAFT WAS GROUNDED.  MAINTENANCE REPLACED VSV ACTUATOR ON THE NR 2 ENGINE IAW JC 26T4 0075005, AND PERFORMED A SATISFACTORY OPERATIONAL CHECK.   ",No,TAKEOFF                                           ,FAA and Sentence Transformer Aided ,,,,
AALA201901029009,"ISFD AIRSPEED UNRELIABLE.  AIRSPEED WENT FROM 300KTS TO 50 KTS,  RETURNED TO NORMAL LATE IN APPROACH. AIRSPEED UNRELIABL E AT 17000 AND CONTINUED UNTIL 2500. EMERGENCY DECLARED AND FLIGHT LANDED WITHOUT FURTHER INCIDENT.  THE AIRCRAFT WAS GR OUNDED.  MAINTENANCE FOUND AUXILLARY PITOT HEAD INOPERATIVE AND REPLACED AUXILLARY PITOT TUBE IAW AMM 34-11-01, AND PERF ORMED SATISFACTORY OPERATIONAL CHECK.  ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901029036,EMERGENCY EXIT LIGHT AT THE LEFT AFT DOOR WAS INOPERATIVE.  MAINTENANCE REPAIRED THE LIGHT AND PERFORMED A SATISFACTORY  OPERATIONAL CHECK IAW AMM 33-51-01.    ,No,NULL,FAA and Sentence Transformer Aided ,,,,
AALA201901029037,"EXIT SIGN LENS, LEFT FORWARD OVERWING CAME OFF.  REPLACED THE LT OVERWING EXIT SIGN LENS.     ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901029039,"CABIN ODOR PRESENT DURING CLIMB,  RECURRING DURING DESCENT.  FLIGHT ATTENDANTS REPORTED THE ODOR AT THE L2 & R2 DOORS DU RING CRUISE.  THE AIRCRAFT WAS GROUNDED.  MAINTENANCE REPLACED THE LEFT ENGINE IAW JC 33L40071003.  MAINTENANCE ALSO ACC OMPLISHED JC 33L00021001, 33L00071001, AND 33L0002102.   ",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
AALA201901039001,"AIRCRAFT WAS NOT GROUNDED: OVEN SMOKES AND HAS BAD ODOR WHEN IN USE, COULD NOT USE. MAINTENANCE REPLACED NR 1 OVEN IN FI RST CLASS PER MM 25-32-02 AND PERFORMED SATISFACTORY OPERATIONAL CHECK.    ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901039012,"AIRCRAFT WAS GROUNDED: AIRSPEED INDICATION ISSUE. EMERGENCY DECLARED, FLIGHT LANDED OVERWEIGHT WITHOUT FURTHER INCIDENT.  MAINTENANCE FOUND AUXILIARY PITOT HEAD INOPERABLE AND REPLACED AUXILIARY PITOT TUBE PER AMM 34-11-01 AND PERFORMED SATI SFACTORY OPERATIONAL CHECK.   ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901039013,"THE AIRCRAFT WAS GROUNDED. FCF FAILED, ODOR STILL PRESENT IN PACKS. MORE SO ON RIGHT PACK. REPLACED APU ASSEMBLY AS PER  JOB CARD 33L31549001. OPERATIONS AND LEAK CHECKS GOOD.    ",No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201901039020,L1 DOOR LIGHT WAS INOPERATIVE.  REPLACED  LIGHT BALLAST IAW AMM 33-22-03.     ,No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
AALA201902089002,"10 MINUTES AFTER SECURING LEFT PACK IAW BLEED TRIP, QRH PROCEDURE, CABIN ALTITUDE WARNING SOUNDED. EMERGENCY DECLARED, D ONNED THEIR OXYGEN MASKS AND DIVERTED FLIGHT, LANDED WITHOUT FURTHER INCIDENT.   MAINTENANCE REPLACED 450 SENSOR PER AMM  36-11-05 AND REPLACED PRECOOLER CONTROL VALVE IAW AMM 36-12-02 AND PERFORMED SATISFACTORY OPERATIONAL CHECK IAW AMM 71- 00-00-00.  ",Maybe,NOT REPORTED                                      ,SME Feedback,Crew O2,AAL-AAL-19-0232,Not COSP Reportable,
AALA201904059022,"AIRCRAFT WAS GROUNDED: 10 MINUTES AFTER SECURING LEFT PACK PER BLEED TRIP, QRH PROCEDURE, CABIN ALTITUDE WARNING SOUNDED . EMERGENCY DECLARED, DONNED THEIR O2 MASKS (NO CABIN O2 MASK DEPLOYED) AND DIVERTED TO MIA. FLIGHT LANDED WITHOUT FURTH ER INCIDENT.  MAINTENANCE REPLACED 450 SENSOR IAW AMM 36-11-05 AND REPLACED PRECOOLER CONTROL VALVE PER AMM 36-12-02 AND  PERFORMED SATISFACTORY OPERATIONAL CHECK IAW AMM 71-00-00.  ",Maybe,NOT REPORTED                                      ,SME Feedback,Crew O2 / No Cabin O2,AAL-AAL-19-0232,Not COSP Reportable,
AALA201904199013,"CLIMBING THROUGH FL 270 THE ""CABIN PRESSURE"" WARNING ILLUMINATED. CABIN WAS AT 10,000 AND 4.2 PSI DIFFERENTIAL WITH OUTFLOW VALVE FULLY CLOSED. BOTH PACKS WERE INDICATING NORMAL PRESSURE. CREW INITIATED AN EMERGENCY DESCENT WITH POWER ON TOFL 170 UNTIL CABIN CONTROL WAS REGAINED. CABIN ALTITUDE WAS MAINTAINED AT 8000 WITH A 3.4 PSI DIFFERENTIAL. FLIGHT ATTENDANT REPORTED A LOUD AIR LEAK AT AFT CABIN PLUG DOOR. LANDING AT CMH WAS UNEVENTFUL AND MAINTENANCE RESEATED THE PLUG DOOR. AIRCRAFT HAS RETURNED TO SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: SEAL Part Condition: LEAKING",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
AALA201907039011,"AIRCRAFT WAS GROUNDED: PILOT REPORTS BOTH AUTO PRESSURE CONTROLLERS FAILED CLIMBING THROUGH 10,000 FT, CABIN DIFF WAS 4. 5, CABIN ALTITUDE ZERO. BOTH TRANSFER LOCKOUT AND STDBY ON LIGHTS WERE ON. CABIN PRESSURE WAS DESCENDING AT 1500 FPM OR  MORE DOWN. ACCOMPLISHED QRH TRANSFER LOCKOUT AND STBY ON PROCEDURE. BOTH LIGHTS  WENT OUT. CABIN CONTINUED TO DESCEND AT  1500 FPM. BOTH LIGHTS CAME BACK ON. SELECTED MANUAL PRESSURE CONTROL FOR THE REST OF THE FLIGHT. MAINTENANCE REPLACED B OTH #1 AND #2 CABIN PRESSURE CONTROLLERS IAW AMM 21-32-03. (SEE SDR # AALA201907059026) ",No,CLIMB                                             ,SME Feedback,Controllable,AAL-AAL-19-1004,Not COSP Reportable,
AALA201907059026,"AIRCRAFT WAS GROUNDED: PILOT REPORTS BOTH AUTO PRESSURE CONTROLLERS FAILED CLIMBING THROUGH 10,000 FT, CABIN DIFF WAS 4. 5, CABIN ALTITUDE ZERO. BOTH TRANSFER LOCKOUT AND STDBY ON LIGHTS WERE ON. CABIN PRESSURE WAS DESCENDING AT 1500 FPM OR  MORE DOWN. ACCOMPLISHED QRH TRANSFER LOCKOUT AND STBY ON PROCEDURE. BOTH LIGHTS  WENT OUT. CABIN CONTINUED TO DESCEND AT  1500 FPM. BOTH LIGHTS CAME BACK ON. SELECTED MANUAL PRESSURE CONTROL FOR THE REST OF THE FLIGHT. MAINTENANCE REPLACED B OTH #1 AND #2 CABIN PRESSURE CONTROLLERS IAW AMM 21-32-03. (SEE SDR # AALA201907039011) ",No,CLIMB                                             ,SME Feedback,Controllable,AAL-AAL-19-1004,Not COSP Reportable,
AALA2019100979030,"AIRCRAFT WAS GROUNDED: FLIGHT AIR RETURNED TO IAH ON ACCOUNT OF PRESSURIZATION ISSUE. EMERGENCY WAS DECLARED. MAINTENANCE ACCOMPLISHED OPERATIONAL TEST AND LEAK TEST OF THE PRESSURIZATION SYSTEM IAW AMM 05-51-91, OPS AND LEAK TEST GOOD. ACCOMPLISHED OPS TEST OF THE CABIN OUTFLOW VALVE IAW AMM 21-31-03, OPS TEST GOOD. ACCOMPLISHED BITE TEST OF CPC IAW AMM 21-31-00, NO FAULTS FOUND. ACCOMPLISHED BITE TEST OF THE PACK/ZONE TEMPERATURE CONTROLLER IAW AMM 21-61-00, AIRCRAFT PTC BITE GOOD. AC RETURNED TO NORMAL CONFIG. AIRCRAFT OK FOR SERVICE. PERFORMED GVI OF CABIN OUTFLOW VALVE, NO DEFECT NOTED.",No,CLIMB                                             ,Added By Random Sampling,,,,
AALA2019122649004,AIRCRAFT NOT GROUNDED: PILOT REJECTED T/O AT 90 KNOTS DUE TO CABIN PRESSURIZATION FAIL. MAINTENANCE FOUND NR 1 PRESSURIZATION SYSTEM FAULTED DURING BITE CHECK. FOUND OFV LRU FAIL ON NR 1 CONTROLLER. OUTFLOW VALVE NEEDS TO BE REPLACED IAW FIM 21-31-00-810-802. SUPPLEMENTAL INFORMATION: MAINTENANCE REMOVED AND REPLACED OUTFLOW VALVE IAW AMM 21-31-03. OPS TEST GOOD. (CLOSED),No,TAKEOFF                                           ,Added By Random Sampling,,,,
AALA202002039006,"AIRCRAFT WAS GROUNDED: CABIN PRESS LOST AT 37,000 FT EMERGENCY DECLARED.  DIVERT TO HNL. CABIN CLIMBED TO 10,000 DIFF PR ES 7 MAX DOWN RATE. OUTFLOW VALVE, CABIN PRESSURE SELECTOR PANEL AND AUTO 1 CABIN PRESSURE CONTROLLER REPLACED. ACCOMPLI SHED WORK CARD 19L21021001.   ",Maybe,CRUISE                                            ,SME Feedback,,,,
