Id,Text,Label,,,,,,,
82,"during takeoff roll, at approximately 120 knots, the right engine engine pressure ratio and n1 began to roll back. system activated. rejected the takeoff. tower reported fire from the right engine. fa ' s reported a loud bang. ops found debris on runway. inspected the right engine and cowling. found a hole at the 12 oclock position of engine acoust aca left section. no cowl damage. the right engine was replaced.",Yes,,,,,,,
83,"24.05.2021 18 : 35 several cracks at left engine outer thrust reverser. during overnight check in task card j3770-808-01 - 01 ( 22 ) at mex station, it was detected several cracks at left engine outer thrust reverser. maintenance personnel performed a revision, detecting left engine outer thrust reverser lower firewall with cracks on sta 266 nwl 85 and sta 242 nw left 94 ; on sta 266 nwl 85 ; on sta 241 nwl 111 and sta 242 nwl 102 out of limits iaw 737-sl-78-050-b, the wo ? s 7486533, 748 6541 and 7486543 were issued to perform permanent repair. left engine outer thrust reverser lower firewall were removed iaw amm 78-31-13 ; a sealant were applied iaw boeing service bulletin 737-78-050-b at left engine outer thrust reverser ;",Yes,,,,,,,
84,"started descent from fl 310, the oil temperature spiked up to 165 on the lt engine. throttle was pulled to idle, & checklist right un for high oil temperature, lt engine. oil quantity indicated 0 ( zero ). after 7 minutes oil temperature reduced below amber band. engine remained at idle, iaw checklist, until shutdown on landing roll. a flaps 25 landing was performed, no reverse, brakes 3. brake temps on taxi in remained low. normal taxi in was accomplished on one engine. upon block in engine oil qty remained at 0. removed #1 engine iaw etops. remove boot strap work card 7100000-01-03, rev 14. right eplaced nr 1 engine iaw etops nr 1 engine install boot strap work card 7100000-01-04 rev11. aircraft ok for service",Yes,,,,,,,
85,"aircraft was grounded : climbing thru fl340 encountered significant airframe vibration followed by odor in the cockpit and cabin. engine #2 n1 and n2 eratic with loss of thrust and high engine vibration. secured engine 2 by following checklist. after engine was secured, vibration and odor stopped. after post flight noted fan blade, spinner and inner cowling damaged on #2 engine. emergency declared and diverted to mem. removed and replaced #2 engine per maintenance check card 0 8l40072003.",Yes,,,,,,,
86,"air turn back due to a nr 1 engine compressor stall and blue flames coming from the engine after takeoff, during climb at 2,300 feet. the flight crew followed the qrh and shutdown the engine and returned to departure. exhaust gas temperature exceedance of 730 deg center. an overweight landing occurred. engine changed.",Yes,,,,,,,
87,"during climb, right engine thrust, engine pressure ratio, n1, exhaust gas temperature, n2, n3 and fuel flow all rolled back. engine anti ice was not turned on. thrust was recovered by pushing up thrust lever. removed and replaced right engine transient pressure sensor unit and fuel flow governor iaw motor control module card 73-94-01. operation check good. nature of condition : warning indication, partial rpm power loss precautionary procedure : other part name : sensor part condition : faulted",Yes,,,,,,,
88,"in the beginning of the takeoff roll with thrust selected, the right engine did not respond to throttle advancement & the takeoff was rejected. then during the second takeoff roll with the autothrottle selected off, the right engine failed to accelerate, causing another rejected takeoff. the airplane was removed from service and metal particles were found in the tail pipe. the right engine was replaced. the cause of the lack of response to throttle advancement was the internal failure of the right engine.",Yes,,,,,,,
89,"during flight, shutdown the right engine due to the engine spooling down. emergency declared. right & right the nr 2 engine due to a gearbox failure.",Yes,,,,,,,
90,airraft was grounded : pilot aborted takeoff due to right engine poping and flames. suspect right engine compressor stall. abort at 50 knots. maintenance accomplished a borescope of the engine and found some damaged compressor blades. an engine change has been declared. ops test good.,Yes,,,,,,,
91,"ship 5811 - diversion - divered to den due to left engine bleed off light and eicas message at fl 360 and engine anti ice on. first officer llowed qrh and received right engine bleed off light and eicas message. descended out of visible moisture and re-set engine bleed and same condition returned entered visible moisture again at fl280. corrective action : replaced left engine hi gh stage pilot, famv and left engine fan air temperature sensor. performed operational pneumatic test per fim op tests good. lp 5646792",Yes,,,,,,,
92,"aircraft was grounded : encountered icing condition at fl 370, the left engine vibration rose to 7. exiting icing conditions left engine vibration cycled up down. during cruise flight clear of all icing engine cycled between 2.2 and 4.8. an emer gency was declared and the aircraft diverted and landed safely without further incident. maintenance accomplished engine over maximum vibration inspection. in addition an inspection of the left engine fan area, fan blade platform seal with no defects noted. performed a satisfactory engine run up check with a peak value of 0.38 being noted at n1 64 %. aircraft was returned to service.",Yes,,,,,,,
93,"ship 6709 - fire - on taxi out with both engines running, left engine stator eicas message and received indication that the left engine shutdown. tower notified flight crew that they saw a visible fire from left engine, one fire bottle was discharged. corrective action : maintenance confirmed no evidence of a fire, suspect tail pipe fire. confirmed electronic engine controllers fault s, replaced left engine permanent magnet alternator stator, electronic engine controllers, vsv actuator ( adjusted ) and fire bottles. complied with operational checks and leak checks per amm, no faults noted.",Yes,,,,,,,
94,"air turn back, inflight shutdown, operating on flight 889, atl to rdu, climbing through 13k feet, had an uncommanded left engine shutdown with a loud bang. exhaust gas temperature and oil temps were in the red. the left fire handle was pulled. mtc found metal in the tail pipe requiring engine change. engine replaced. nature of condition : engine stoppage precautionary procedure : unsched landing part name : engine part condition : making metal",Yes,,,,,,,
95,"air turn back inflight shutdown declared emergency, nr 1 motor failed oil quantity to zero then pressure drop followed by engine shutdown. found low pressure turbine severely damaged. right & right nr 1 engine per mt. nature of condition : warning indication, fluid loss precautionary procedure : engine shutdown, unsched landing part name : engine part condition : damaged",Yes,,,,,,,
96,#2 engine overheat followed by engine fire light & warning bell illuminated climbing through 15k feet. no abnormal engine indications noted. lights extinguished upon retarding #2 thrust lever. accomplished qrh items. performed fin 2610811 first officer und no engine fire light & loop resistance faults upon further inspection forward lean on #2 engine pressure shutoff valve inop. to percent iaw amm 361104. performed high power engine runs above 70 percent iaw amm 710000. operation check good. issue no 3340614 ev # e005 440.grb : 491945 pn off : 32145526 sn off 9203 pn on 35145526 sn on 9462,Yes,,,,,,,
97,on takeoff left engine failed to make takeoff thrust. target engine pressure ratio was 1.38. left engine didnt go above 1.31. left electronic engine controllers eicas message came on just over 80 knts. rejected takeoff. removed and replaced nr 1 engine fuel control iaw amm 73-21-01. no left eaks detected operation check good.,Yes,,,,,,,
